Brand,Model,Year,Attrebutes,Miles(k miles),Registration,Control,Fuel,Location,Price(£)
Audi,RS4,2006.0,- RS4 QUATTRO AVANT [15X SERVICES & WINGBACK SEATS] 5-Door,93,2006 (56 reg),Manual,Petrol,Leeds ,22985
Toyota,Hilux,2021.0,"- INVINCIBLE 4WD 2.4 D-4D DCB [SAT NAV, REVERSE CAMERA, HEATED SEATS & 4WD]",107,2021 (21 reg),Auto,Diesel,Leeds ,22782
Nissan,Juke,2018.0,(18) - 1.5 dCi Tekna Euro 6 (s/s) 5dr,65,2018 (18 reg),Manual,Diesel,Mexborough ,6695
Volkswagen,Tiguan,2025.0,(25) - 1.5 TSI eHybrid Match 5dr DSG Estate,3,2025 (25 reg),Auto,Hybrid,Leeds ,32244
BMW,X5,2016.0,(65) - 3.0 40d M Sport Auto xDrive Euro 6 (s/s) 5dr,126,2016 (65 reg),Auto,Diesel,"Leeds, Morley, Gildersome ",18745
Vauxhall,Corsa,2025.0,- 50kwh Design Hatchback 5dr Electric Auto 136 Ps,25,2025 (25 reg),Auto,Electric,Sheffield ,15690
Nissan,Micra,2017.0,(67) - 1.5 dCi N-Connecta 5dr,139,2017 (67 reg),Manual,Diesel,Rotherham ,3995
Jaguar,F-Pace,2017.0,(17) - 2.0d R-Sport 5dr Auto AWD,107,2017 (17 reg),Auto,Diesel,Leeds ,12000
Jaguar,XE,2015.0,(65) - 2.0d R-Sport Euro 6 (s/s) 4dr,103,2015 (65 reg),Manual,Diesel,Wakefield ,1995
Peugeot,3008,2020.0,(20) - 1.6 PureTech GT Line Premium EAT Euro 6 (s/s) 5dr,111,2020 (20 reg),Auto,Petrol,Keighley ,9489
Volvo,V40,2015.0,(15) - D4 [190] R DESIGN Lux Nav 5dr,122,2015 (15 reg),Manual,Diesel,Chesterfield ,4995
Jaguar,X-Type,2001.0,(51) - 3.0 V6 SE 4dr Auto,42,2001 (51 reg),Auto,Petrol,Keighley ,1995
Land Rover,Range Rover Sport,2017.0,(67) - 3.0 SD V6 HSE Dynamic Auto 4WD Euro 6 (s/s) 5dr,95,2017 (67 reg),Auto,Diesel,"Wetherby, Thorp Arch Estate ",21822
Mazda,Mazda2,2019.0,(19) - 1.5 SKYACTIV-G Sport Nav+ Hatchback 5dr Petrol Manual Euro 6 (s/s) (90 ps),32,2019 (19 reg),Manual,Petrol,Rochdale ,10199
SEAT,Leon,2021.0,(21) - 1.4 eHybrid FR Sport 5dr DSG,18,2021 (21 reg),Auto,Hybrid,Wakefield ,17689
Fiat,500,2016.0,(66) - 1.2 Lounge 3dr,40,2016 (66 reg),Manual,Petrol,Selby ,5995
BMW,X5,2022.0,- xDrive45e M Sport 5dr Auto,43,2022 (22 reg),Auto,Not Supplied,Leeds ,46499
Ford,Fiesta,2009.0,"(09) - 1.25 Zetec Hatchback 5dr Petrol Manual (133 g/km, 81 bhp)",82,2009 (9 reg),Manual,Petrol,Barnsley ,1999
Fiat,500,2021.0,- 1.0 1.0 70hp Mild Hybrid Dolcevita 3-Door,66,2021 (21 reg),Manual,Petrol,Goole ,7995
Volvo,XC60,2015.0,(65) - D4 [190] R DESIGN Nav 5dr,144,2015 (65 reg),Manual,Diesel,Dalton Magna ,6295
Mercedes-Benz,GLC,2018.0,(18) - 2.1 GLC250d AMG Line (Premium) SUV 5dr Diesel G-Tronic+ 4MATIC Euro 6 (s/s),80,2018 (18 reg),Auto,Diesel,Oldham ,18449
Jaguar,XF,2017.0,(67) - 2.0d Prestige Auto Euro 6 (s/s) 4dr,130,2017 (67 reg),Auto,Diesel,Keighley ,5789
Nissan,Qashqai,2025.0,- 1.3 Dig-t MHB 140 N-cnta Pnrf 5-Door,782,2025 (25 reg),Manual,Petrol,Doncaster ,25443
Jeep,Cherokee,2015.0,(15) - 2.0 CRD Limited 4WD Euro 5 (s/s) 5dr,117,2015 (15 reg),Manual,Diesel,Leeds ,4895
Vauxhall,Astra,2017.0,(67) - 1.4i Turbo SRi Nav Euro 6 5dr,80,2017 (67 reg),Manual,Petrol,Sheffield ,3995
Fiat,500,2015.0,(15) - 1.2 Lounge Euro 6 (s/s) 3dr,100,2015 (15 reg),Manual,Petrol,Leeds ,2995
MINI,Hatch,2017.0,(17) - 1.5 Cooper D 5dr,76,2017 (17 reg),Manual,Diesel,Mexborough ,6495
Citroen,Xsara Picasso,2006.0,(06) - Citroen Picasso 1.6i 16V Desire 5dr,106,2006 (6 reg),Manual,Petrol,Goole ,599
Volkswagen,T-Roc,2024.0,- 1.5 TSI Life 5dr,14,2024 (74 reg),Manual,Petrol,Oldham ,23590
Nissan,Qashqai,2018.0,- 1.5 dCi 115 Tekna 5dr,68,2018 (68 reg),Manual,Diesel,York ,10995
Ford,Kuga,2021.0,(71) - 1.5 EcoBlue ST-Line Edition 5dr,40,2021 (71 reg),Manual,Diesel,Oldham ,16299
Volkswagen,Golf,2021.0,(71) - 2.0 TSI GTI Clubsport DSG Euro 6 (s/s) 5dr,38,2021 (71 reg),Auto,Petrol,Keighley ,20989
MINI,Cooper,2022.0,- SPORT VIRTUAL COCKPIT ADAPTIVE SUSPENSION 3-Door,14,2022 (71 reg),Auto,Petrol,Sheffield ,19980
Toyota,AYGO,2008.0,(08) - 1.0 VVT-i + 5dr,73,2008 (8 reg),Manual,Petrol,Bradford ,1495
BMW,X3,2021.0,(21) - 3.0 M Competition SUV 5dr Petrol Auto xDrive Euro 6 (s/s) (510 ps),35,2021 (21 reg),Auto,Petrol,Oldham ,45949
Mercedes-Benz,A-Class,2013.0,(13) - 2.1 A220 CDI AMG Sport 7G-DCT Euro 6 (s/s) 5dr,107,2013 (13 reg),Auto,Diesel,Rotherham ,6490
Toyota,Corolla,2022.0,"- ICON TECH [SAT NAV, HEATED SEATS & REVERSE CAMERA] 5-Door",29,2022 (22 reg),Auto,Hybrid,Leeds ,15985
Mercedes-Benz,CLK,2002.0,"(02) - 3.2 CLK320 Avantgarde Coupe 2dr Petrol Automatic (250 g/km, 215 bhp)",139,2002 (2 reg),Auto,Petrol,Chesterfield ,695
Vauxhall,Vectra,2006.0,(06) - 1.8 VVT SRi 5dr,95,2006 (6 reg),Manual,Petrol,Cleckheaton ,995
BMW,X5,2017.0,(17) - 3.0 M50d Auto xDrive Euro 6 (s/s) 5dr,82,2017 (17 reg),Auto,Diesel,"Leeds, Morley, Gildersome ",26495
Ford,Galaxy,2012.0,(12) - 2.0 TDCi 140 Zetec 5dr Powershift,90,2012 (12 reg),Auto,Diesel,Batley ,3895
Toyota,Corolla,2022.0,"- 1.8 ICON TECH [SAT NAV, HEATED SEATS & REVERSE CAMERA] 5-Door",30,2022 (22 reg),Auto,Hybrid,Leeds ,15885
Land Rover,Range Rover Velar,2018.0,(68) - 2.0 D180 R-Dynamic HSE SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (180 ps),45,2018 (68 reg),Auto,Diesel,Oldham ,23449
Ford,Galaxy,2014.0,(09) - 2.0 TDCi 163 Titanium 5dr Powershift,235,2014 (14 reg),Auto,Diesel,Dalton Magna ,995
Nissan,Qashqai,2025.0,- 1.3 Dig-t MHB 158 N-cnta Pnrf 5-Door,20,2025 (25 reg),Manual,Petrol,Doncaster ,26750
Nissan,Qashqai,2025.0,- 1.3 Dig-t MHB 158 N-design 5-Door,20,2025 (25 reg),Manual,Petrol,Doncaster ,26350
Citroen,e-C4,2025.0,(25) - 50kWh MAX Hatchback 5dr Electric Auto (7.4kW Charger) (136 ps),10,2025 (25 reg),Auto,Electric,Chesterfield ,20795
Ford,Fiesta,2018.0,(18) - 1.5 TDCi Style 5dr,147,2018 (18 reg),Manual,Diesel,Keighley West ,3489
Mercedes-Benz,GLC,2017.0,(17) - 2.1 GLC250d AMG Line (Premium Plus) G-Tronic 4MATIC Euro 6 (s/s) 5dr,95,2017 (17 reg),Auto,Diesel,Rochdale ,17497
Toyota,Auris,2007.0,(07) - 1.6 VVTi TR 5dr,114,2007 (7 reg),Manual,Petrol,KEIGHLEY ,695
Citroen,Berlingo,2013.0,(63) - 1.6 HDi VTR Multispace MPV 5dr Diesel Manual Euro 5 (90 ps),67,2013 (63 reg),Manual,Diesel,doncaster ,6495
Mazda,Mazda6,2014.0,(64) - 2.2 SKYACTIV-D Sport Nav Euro 6 (s/s) 4dr,63,2014 (64 reg),Manual,Diesel,Ashton-Under-Lyne ,5995
Kia,Sportage,2025.0,- 1.6T GDi 207 HEV 3 5dr Auto,1,2025 (25 reg),Auto,Hybrid,Leeds ,30998
Kia,Sportage,2025.0,- 1.6T GDi 207 HEV 3 5dr Auto,1,2025 (25 reg),Auto,Hybrid,York ,30998
Kia,Sportage,2025.0,- 1.6T GDi 207 HEV 3 5dr Auto,1,2025 (25 reg),Auto,Hybrid,Wakefield ,30998
Kia,Sportage,2025.0,- 1.6T GDi 207 HEV 3 5dr Auto,15,2025 (25 reg),Auto,Hybrid,Wakefield ,30998
Kia,Sportage,2025.0,- 1.6T GDi 207 HEV 3 5dr Auto,17,2025 (25 reg),Auto,Hybrid,Doncaster ,30998
Kia,Sportage,2025.0,- 1.6T GDi 207 HEV 3 5dr Auto,16,2025 (25 reg),Auto,Hybrid,Doncaster ,30998
Vauxhall,Astra GTC,2016.0,(66) - 2.0T 16V VXR 3dr,38,2016 (66 reg),Manual,Petrol,Bradford ,12490
Vauxhall,Astra,2017.0,(67) - 1.6 CDTi BlueInjection SRi Hatchback 5dr Diesel Manual Euro 6 (s/s) (136 ps,71,2017 (67 reg),Manual,Diesel,Bradford ,3990
Ford,Grand C-Max,2014.0,(14) - 1.6 TDCi Zetec 5dr,111,2014 (14 reg),Manual,Diesel,Sheffield ,2295
Ford,Fiesta,2009.0,(59) - 1.4 Titanium 3dr,131,2009 (59 reg),Manual,Petrol,Huddersfield ,795
Fiat,600,2025.0,(25) - 600 La Prima 1.2 136hp Hybrid 6 Speed Auto 5-Door,10,2025 (25 reg),Auto,Hybrid,Chesterfield ,22995
Honda,Civic,2002.0,(51) - 1.6 i-VTEC SE 3dr Auto,36,2002 (51 reg),Auto,Petrol,Rotherham ,3000
Skoda,Fabia,2012.0,(12) - 1.2 TSI 105 Elegance 5dr DSG,81,2012 (12 reg),Auto,Petrol,Sheffield ,3700
Vauxhall,Corsa,2019.0,(69) - 1.4 [75] Griffin 3dr,25,2019 (69 reg),Manual,Petrol,Wakefield ,4695
Volvo,V60,2012.0,(12) - D5 [215] R DESIGN 5dr Geartronic,160,2012 (12 reg),Auto,Diesel,Sheffield ,2895
Nissan,Leaf,2019.0,(69) - 40kWh Acenta Auto 5dr,11,2019 (69 reg),Auto,Electric,Halifax ,7990
BYD,Dolphin,2025.0,- 70Kw Active 44.9Kwh 5Dr Auto,168,2025 (25 reg),Auto,Electric,Sheffield ,19600
SEAT,Leon,2013.0,(62) - 1.6 TDI CR Ecomotive SE Copa 5dr,146,2013 (62 reg),Manual,Diesel,Northowram ,995
Mercedes-Benz,GLC,2022.0,(22) - 2.0 GLC300d AMG Line (Premium) Coupe 5dr Diesel G-Tronic+ 4MATIC Euro 6 (s/,25,2022 (22 reg),Auto,Diesel,Oldham ,36949
Dacia,Duster,2020.0,(70) - 1.0 TCe 100 Comfort 5dr Damaged Salvage Repairable,42,2020 (70 reg),Manual,Petrol,Rochdale ,3995
Vauxhall,Astra,2015.0,(65) - 1.4i 16V Excite 5dr,86,2015 (65 reg),Manual,Petrol,Sheffield ,2295
Vauxhall,Meriva,2015.0,(15) - 1.4i Exclusiv Euro 6 5dr,103,2015 (15 reg),Manual,Petrol,Rotherham ,2390
Vauxhall,Meriva,2013.0,(62) - 1.4i 16V Active 5dr,47,2013 (62 reg),Manual,Petrol,Sheffield ,1895
Ford,C-Max,2012.0,(62) - 1.6 Zetec Euro 5 5dr,131,2012 (62 reg),Manual,Petrol,Sheffield ,1989
Porsche,911,2019.0,- T 992 Carrera 2-Door,16,2019 (69 reg),Auto,Petrol,Cleckheaton ,79995
Ford,Focus C-Max,2004.0,(54) - 1.8 16v Zetec 5dr,89,2004 (54 reg),Manual,Petrol,Wakefield ,1495
Nissan,X-Trail,2020.0,(20) - 1.7 dCi N-Tec 5dr CVT [7 Seat],40,2020 (20 reg),Auto,Diesel,Manchester ,13991
Vauxhall,Corsa,2017.0,(67) - 1.4 [75] ecoFLEX SRi 3dr,63,2017 (67 reg),Manual,Petrol,Dewsbury ,3295
Vauxhall,Meriva,2015.0,(65) - 1.4i Exclusiv Euro 6 5dr,83,2015 (65 reg),Manual,Petrol,Manchester ,2500
BMW,X5,2023.0,(73) - xDrive30d MHT M Sport 5dr Auto,14,2023 (73 reg),Auto,Diesel,Sheffield ,59995
Ford,Focus,2020.0,(69) - 2020 FORD FOCUS 1.5 EcoBlue ZETEC EURO 6 5-Door,68,2020 (69 reg),Manual,Diesel,Wakefield ,8990
Toyota,AYGO,2020.0,(20) - 1.0 VVT-i X-Trend 5dr x-shift,37,2020 (20 reg),Auto,Petrol,Bradford ,5990
Toyota,AYGO,2014.0,- 1.0 VVT-i x-play 5-Door,60,2014 (64 reg),Manual,Petrol,Liversedge ,4495
Ford,C-Max,2015.0,(15) - 1.6 TDCi Zetec 5dr,61,2015 (15 reg),Manual,Diesel,Sheffield ,2995
Volkswagen,Golf,2024.0,(24) - 1.5 eTSI 150 R-Line 5dr DSG,15,2024 (24 reg),Auto,Petrol,Halifax ,18990
Mercedes-Benz,C-Class,2014.0,(14) - C220 CDI AMG Sport Edition 5dr Auto [Premium Plus],92,2014 (14 reg),Auto,Diesel,Oldham ,3999
Ford,Fiesta,2017.0,(66) - 1.0T EcoBoost Zetec Hatchback 5dr Petrol Manual Euro 6 (s/s) (100 ps),40,2017 (66 reg),Manual,Petrol,Bradford ,6950
Citroen,C3,2011.0,(11) - 1.4i VTR+ 5dr,73,2011 (11 reg),Manual,Petrol,Northowram ,895
Volkswagen,Passat,2010.0,(59) - 1.6 BlueMotion TDI CR DPF 4dr,105,2010 (59 reg),Manual,Diesel,Oldham ,499
Audi,A3,2009.0,(09) - 2.0 TDI Black Edition 3dr,141,2009 (9 reg),Manual,Diesel,High Peak ,2450
Peugeot,407,2011.0,(11) - 2.0 HDi 140 SR Connectnav 5dr,175,2011 (11 reg),Manual,Diesel,Leeds ,299
Dacia,Sandero Stepway,2022.0,(22) - 1.0 TCe Essential Euro 6 (s/s) 5dr,5,2022 (22 reg),Manual,Petrol,Sheffield ,6999
MINI,Hatch,2007.0,(57) - 1.6 Cooper 3dr,50,2007 (57 reg),Manual,Petrol,Bradford ,1175
BMW,X3,2004.0,(54) - 2004 2.5i Sport 5dr SILVER FULL LEATHER SERVICE HISTORY PAN ROOF,86,2004 (54 reg),Manual,Petrol,Bradford ,2299
Audi,A3,2017.0,(17) - 2.0 TDI Black Edition 5dr S Tronic,59,2017 (17 reg),Auto,Diesel,Sheffield ,13995
Mercedes-Benz,C-Class,2014.0,(64) - 2.1 C250 BlueTEC AMG Line G-Tronic+ Euro 6 (s/s) 5dr,88,2014 (64 reg),Auto,Diesel,Shipley ,11495
MG,MG S5,2025.0,- 125kW SE EV 49kWh 5dr Auto,7,2025 (25 reg),Auto,Electric,Huddersfield ,21799
MG,MG S5,2025.0,- 125kW SE EV 49kWh 5dr Auto,6,2025 (25 reg),Auto,Electric,Huddersfield ,21799
Fiat,500,2013.0,(13) - 1.2 Colour Therapy Hatchback 3dr Petrol Manual Euro 5 (s/s) (69 bhp),56,2013 (13 reg),Manual,Petrol,Barnsley ,2999
Cupra,Formentor,2021.0,(71) - 1.4 eHybrid 204 V2 Plug-in DSG 5-Door,49,2021 (71 reg),Auto,Hybrid,Wakefield ,14990
Mercedes-Benz,A-Class,2020.0,(70) - A180 AMG Line 5dr,41,2020 (70 reg),Manual,Petrol,Rochdale ,15650
BMW,1 Series,2008.0,(58) - 2.0 118i ES Euro 4 3dr,101,2008 (58 reg),Manual,Petrol,York ,590
BYD,Dolphin,2024.0,- 150Kw Comfort 60.4Kwh Auto 5-Door,6,2024 (73 reg),Auto,Electric,Sheffield ,19000
Volkswagen,Polo,2007.0,(07) - 1.4 TDI SE 5dr,85,2007 (7 reg),Manual,Diesel,Rotherham ,1490
Land Rover,Range Rover Velar,2019.0,(68) - 2.0 D180 R-Dynamic SE 5dr Auto,79,2019 (68 reg),Auto,Diesel,Halifax ,16990
Ford,B-MAX,2013.0,(13) - 1.5 TDCi Zetec 5dr,117,2013 (13 reg),Manual,Diesel,Dalton Magna ,1795
Vauxhall,Mokka-e,2021.0,(21) - 50kWh Elite Nav Premium Auto 5dr,70,2021 (21 reg),Auto,Electric,Oldham ,9544
Skoda,Octavia,2025.0,- 1.5 TSI 150 e-TEC Sportline 5dr DSG Automatic,875,2025 (74 reg),Auto,Hybrid,York ,27170
Fiat,500,2010.0,(60) - 1.2 Lounge 3dr [Start Stop],56,2010 (60 reg),Manual,Petrol,Sheffield ,2350
BMW,X1,2017.0,- xDrive 20i M Sport 5dr Step Auto,36,2017 (67 reg),Auto,Petrol,Ashton-under-Lyne ,17295
Land Rover,Defender 110,2021.0,(21) - 3.0 D300 MHEV X-Dynamic HSE Auto 4WD Euro 6 (s/s) 5dr,49,2021 (21 reg),Auto,Diesel,Keighley ,49989
BMW,1 Series,2010.0,(10) - 116d Sport 3dr,153,2010 (10 reg),Manual,Diesel,Dalton Magna ,1595
Volkswagen,Touran,2016.0,(66) - 1.6 TDI BlueMotion Tech SE DSG Euro 6 (s/s) 5dr,198,2016 (66 reg),Auto,Diesel,Keighley ,5989
Land Rover,Range Rover Sport,2018.0,(18) - 2.0 SD4 HSE Auto 4WD Euro 6 (s/s) 5dr,90,2018 (18 reg),Auto,Diesel,Halifax ,19500
Toyota,Corolla,2022.0,"- ICON TECH [SAT NAV, HEATED SEATS & REVERSE CAMERA] 5-Door",27,2022 (22 reg),Auto,Hybrid,Leeds ,16385
Ford,Fusion,2007.0,(07) - 1.6 Zetec 5dr Auto [Climate],63,2007 (7 reg),Auto,Petrol,Featherstone ,1995
Toyota,Corolla,2022.0,"- ICON TECH [SAT NAV, HEATED SEATS & REVERSE CAMERA] 5-Door",47,2022 (22 reg),Auto,Hybrid,Leeds ,14985
Peugeot,108,2014.0,(64) - 1.2 VTi Allure 5dr,55,2014 (64 reg),Manual,Petrol,Batley ,2950
Skoda,Superb,2025.0,- 1.5 TSI e-TEC SE L 5dr DSG Automatic,100,2025 (25 reg),Auto,Hybrid,Leeds ,31795
Skoda,Fabia,2013.0,- 1.2 12V Reaction 5dr,107,2013 (63 reg),Manual,Petrol,Ossett ,2295
Audi,A1,2011.0,(60) - 1.6 TDI Sport 3dr,129,2011 (60 reg),Manual,Diesel,Heckmondwike ,2790
Fiat,500,2016.0,(66) - 1.3 MultiJet Lounge Euro 6 (s/s) 3dr,62,2016 (66 reg),Manual,Diesel,Sheffield ,6495
Vauxhall,Adam,2016.0,- 1.2i Jam 3dr,26,2016 (16 reg),Manual,Petrol,Castleford ,6990
Renault,Other,2024.0,(74) - 1.6 E-Tech FHEV 145 Techno 5dr Auto Hybrid Estate,10,2024 (74 reg),Auto,Hybrid,Bradford ,24179
BMW,X3,2015.0,(65) - xDrive20d M Sport 5dr,115,2015 (65 reg),Manual,Diesel,Keighley ,7489
Nissan,X-Trail,2025.0,- 1.5 E-POWER E-4ORCE 213 N-CONNECTA 5DR AUTO,10,2025 (25 reg),Auto,Hybrid,Oldham ,31495
Mitsubishi,Outlander,2014.0,(64) - 2.0 PHEV GX4hs 5dr Auto,200,2014 (64 reg),Auto,Hybrid,Sheffield ,4695
BMW,2 Series,2015.0,(65) - 220d xDrive M Sport 5dr Step Auto,103,2015 (65 reg),Auto,Diesel,Keighley West ,8489
Mitsubishi,L200,2019.0,(19) - 2.4 DI-D DC Barbarian Pickup Double Cab 4dr Diesel Manual 4WD Euro 6 (178 p,100,2019 (19 reg),Manual,Diesel,Bradford ,13140
Kia,Soul,2009.0,(09) - 1.6 CRDi 2 5dr Auto,138,2009 (9 reg),Auto,Diesel,Leeds ,495
Mercedes-Benz,CLA,2018.0,(68) - 2.1 CLA200d AMG Line Coupe 7G-DCT Euro 6 (s/s) 4dr,150,2018 (68 reg),Auto,Diesel,Keighley ,8489
Land Rover,Range Rover,2025.0,(25) - 3.0 P460e Autobiography 4dr Auto Estate,964,2025 (25 reg),Auto,Hybrid,Bradford ,120000
Toyota,Corolla,2022.0,"- ICON TECH [SAT NAV, HEATED SEATS & REVERSE CAMERA] 5-Door",29,2022 (22 reg),Auto,Hybrid,Leeds ,16285
Polestar,Polestar 2,2023.0,- Long range Dual motor with Performance pack 4-Door,151,2023 (73 reg),Auto,Electric,Sheffield ,29490
Land Rover,Range Rover Velar,2021.0,(21) - 2.0 D200 MHEV R-Dynamic HSE Auto 4WD Euro 6 (s/s) (204 ps) 5-Door,35,2021 (21 reg),Auto,Diesel,Oldham ,33949
Mercedes-Benz,GLC,2021.0,- GLC300d AMG Line 4-Door,29,2021 (21 reg),Auto,Diesel,Cleckheaton ,37995
BMW,4 Series Gran Coupe,2017.0,(17) - 2.0 420d Sport Euro 6 (s/s) 5dr,136,2017 (17 reg),Manual,Diesel,Castleford ,6295
Nissan,Note,2011.0,(11) - 1.6 N-Tec 5dr Auto,88,2011 (11 reg),Auto,Petrol,Rochdale ,2995
Volvo,V70,2010.0,(60) - D3 [163] SE 5dr Geartronic [Lthr] *STUNNING EXAMPLE*,104,2010 (60 reg),Auto,Diesel,Sheffield ,3995
Vauxhall,Zafira,2008.0,(58) - 1.6 Exclusiv Euro 4 5dr,102,2008 (57 reg),Manual,Petrol,Sheffield ,995
Vauxhall,Insignia,2015.0,(15) - 2.0 CDTi Energy Euro 5 5dr,212,2015 (15 reg),Manual,Diesel,Leeds ,1495
Rolls-Royce,Silver Dawn,2016.0,(16) - 6.6 V12 Auto Euro 6 2dr,8,2016 (16 reg),Auto,Petrol,Boroughbridge ,169995
Mercedes-Benz,GLC,2020.0,(20) - 2.9 GLC400d AMG Line (Premium Plus) Coupe G-Tronic+ 4MATIC Euro 6 (s/s) 5dr,36,2020 (20 reg),Auto,Diesel,York ,35995
Land Rover,Discovery,2025.0,(68) - 5-Door,95,2025 (25 reg),Manual,Diesel,Ecclesfield ,10400
Ford,Mondeo,2010.0,(60) - 2.0 TDCi Titanium X Powershift Euro 5 5dr,160,2010 (60 reg),Auto,Diesel,Leeds ,500
Ford,Fiesta,2014.0,- 1.25 STYLE 3-Door,42,2014 (64 reg),Manual,Petrol,Liversedge ,4495
Nissan,Qashqai,2025.0,- 1.3 DIG-T MH N-DESIGN 5DR,10,2025 (25 reg),Manual,Petrol,Rochdale ,26495
Nissan,Qashqai,2025.0,- 1.3 DIG-T MH N-DESIGN 5DR,10,2025 (25 reg),Manual,Petrol,Rochdale ,26495
Renault,Megane,2010.0,(60) - 1.9 dCi 130 Privilege TomTom 3dr,186,2010 (60 reg),Manual,Diesel,Manchester ,1000
Skoda,Scala,2025.0,- 1.0 TSI 116 Monte Carlo Edition 5dr Manual,11,2025 (25 reg),Manual,Petrol,Huddersfield ,22991
Renault,Clio,2015.0,(15) - 0.9 TCe Dynamique S MediaNav Hatchback 5dr Petrol Manual Euro 5 (s/s) (90 p,27,2015 (15 reg),Manual,Petrol,Leeds ,7495
Land Rover,Range Rover Evoque,2014.0,(14) - 2.2 SD4 Pure 5dr Auto [9] [Tech Pack],82,2014 (14 reg),Auto,Diesel,Bradford ,9495
Polestar,Polestar 2,2024.0,- Standard range Single motor 4-Door,767,2024 (74 reg),Auto,Electric,Sheffield ,29990
Land Rover,Freelander,2008.0,(08) - 2.2 Td4 S 5dr Auto,95,2008 (8 reg),Auto,Diesel,Bradford ,2995
Vauxhall,Crossland,2022.0,(72) - 1.2 Turbo Ultimate SUV 5dr Petrol Manual Euro 6 (s/s) (110 ps),23,2022 (72 reg),Manual,Petrol,Oldham ,13799
Vauxhall,Corsa,2024.0,- 100kW Design 50kWh 5dr Auto,1,2024 (74 reg),Auto,Electric,Rotherham ,21874
Skoda,Fabia,2019.0,(19) - 2019 SKODA FABIA 1.0 TSI SE MODEL 32K MILEAGE 1 OWNER 2 KEYS - BARGAIN 5-Door,32,2019 (19 reg),Manual,Petrol,Dewsbury ,5699
Land Rover,Range Rover Sport,2019.0,(19) - 3.0 SD V6 Autobiography Dynamic Auto 4WD Euro 6 (s/s) 5dr,48,2019 (19 reg),Auto,Diesel,Halifax ,34500
Polestar,Polestar 2,2023.0,(72) - Single Motor 78kWh Long Range Fastback 5dr Electric Auto FWD (231 ps),47,2023 (72 reg),Auto,Electric,Oldham ,19499
BMW,M5,2018.0,(68) - 4.4i V8 Competition Steptronic xDrive Euro 6 (s/s) 4dr,48,2018 (68 reg),Auto,Petrol,"Wetherby, Thorp Arch Estate ",41320
Audi,A8,2019.0,(19) - 3.0 TDI V6 50 Tiptronic quattro Euro 6 (s/s) 4dr,79,2019 (19 reg),Auto,Diesel,Keighley ,19989
Porsche,Taycan,2022.0,- Performance Plus 93.4kWh 4S Cross Turismo 5dr Electric Auto 4WD (11kW Charg,9,2022 (22 reg),Auto,Electric,Sheffield ,54980
BMW,X5,2010.0,(10) - xDrive35d SE 5dr Auto [7 Seat],117,2010 (10 reg),Auto,Diesel,Ossett ,4295
Vauxhall,Mokka,2024.0,- 100kW Design 50kWh 5dr Auto,1,2024 (74 reg),Auto,Electric,Rotherham ,23745
Honda,Jazz,2015.0,(15) - 1.4 i-VTEC ES Plus 5dr,68,2015 (15 reg),Manual,Petrol,Manchester ,4390
Ford,Focus,2018.0,(68) - 1.5 EcoBlue ST-Line Auto Euro 6 (s/s) 5dr,86,2018 (68 reg),Auto,Diesel,Rotherham ,8990
Jeep,Other,2025.0,- 1.2 e-Hybrid Summit 5dr DCT,10,2025 (25 reg),Auto,Petrol,Huddersfield ,24998
Audi,A3,2006.0,(56) - 2.0 TDi S Line 5dr,147,2006 (56 reg),Manual,Diesel,Northowram ,1795
Audi,A6 Saloon,2015.0,(64) - 2.0 TDI ultra Black Edition S Tronic Euro 6 (s/s) 4dr,119,2015 (64 reg),Auto,Diesel,Rotherham ,8290
Nissan,Almera,2005.0,(55) - 1.8 SE 5dr,110,2005 (55 reg),Auto,Petrol,"Bradford, Clayton ",1495
Skoda,Yeti,2012.0,(12) - 2.0 TDI Elegance 4WD Euro 5 5dr,84,2012 (12 reg),Manual,Diesel,Rochdale ,4490
Land Rover,Freelander 2,2007.0,(57) - 2.2 TD4 SE 4WD Euro 4 5dr,172,2007 (57 reg),Manual,Diesel,Keighley ,1489
Peugeot,107,2011.0,(61) - 1.0 Urban 5dr,92,2011 (61 reg),Manual,Petrol,Manchester ,1195
Volvo,V50,2010.0,(10) - D4 [177] SE Lux FULL SERVICE HISTORY 5-Door,150,2010 (10 reg),Manual,Diesel,Batley ,2450
Lexus,IS,2002.0,(52) - 200 2.0 SE 4dr,299,2002 (52 reg),Manual,Petrol,KEIGHLEY ,999
MG,MG ZS,2019.0,(19) - 1.5 VTi-TECH Exclusive 5dr,41,2019 (19 reg),Manual,Petrol,Rochdale ,8999
Polestar,Polestar 2,2025.0,- Standard range Single motor 4-Door,101,2025 (25 reg),Auto,Electric,Sheffield ,30690
Toyota,RAV4,2006.0,- 2.0 VVT-i XT3 5dr,49,2006 (56 reg),Manual,Petrol,KEIGHLEY ,2395
Mazda,Mazda3,2009.0,(09) - 1.6 Takara 5dr,114,2009 (9 reg),Manual,Petrol,Wakefield ,1795
BYD,Dolphin,2025.0,- 150Kw Comfort 60.4Kwh Auto 5-Door,5,2025 (25 reg),Auto,Electric,Sheffield ,20450
Ford,Focus,2009.0,"(59) - 1.6 Titanium Hatchback 5dr Petrol Manual (159 g/km, 99 bhp)",56,2009 (59 reg),Manual,Petrol,Barnsley ,2450
